index,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,fluxQ1,fluxQ2,fluxQ3,fluxQ4
104_v,6.127183658368528,3.3384144374036504,1.6371345766342724,2.6751033675991494,3.2325290124008514,5.0309110333657285,0.7085839069555213,0.26596479599064615,2.53e+19,2.61e+19,2.58e+19,2.47e+19
105,6.209760931188942,4.400892690224064,4.574311727813859,2.6701077247787346,5.169266189580438,3.297796110545315,0.15267148977593514,0.7023876088110592,2.55e+19,2.67e+19,2.65e+19,2.52e+19
105_h,2.6701077247787346,4.574311727813857,4.400892690224065,6.209760931188942,0.7023876088110583,0.15267148977593514,3.297796110545315,5.169266189580439,2.67e+19,2.55e+19,2.52e+19,2.65e+19
105_r,1.1139191175991483,2.985389196634271,6.130513817403653,5.580797698368529,0.073424375990645,1.882292616955521,1.7088735793657293,3.6130775824008516,2.65e+19,2.52e+19,2.55e+19,2.67e+19
105_v,5.580797698368528,6.130513817403651,2.985389196634273,1.1139191175991492,3.6130775824008516,1.7088735793657293,1.882292616955521,0.07342437599064588,2.52e+19,2.65e+19,2.67e+19,2.55e+19
106,3.7489044511889418,3.4092855702240645,3.919370493813858,5.859661251958322,4.136525699580439,5.664509990545315,6.036140926955522,2.7105010788110597,2.66e+19,2.54e+19,2.51e+19,2.55e+19
106_h,5.859661251958321,3.919370493813858,3.409285570224064,3.7489044511889418,2.7105010788110597,6.036140926955522,5.664509990545315,4.136525699580439,2.54e+19,2.66e+19,2.55e+19,2.51e+19
106_r,2.1466596075991475,0.6186753166342713,0.2470443802240645,3.5726842283685283,2.5342808559906445,2.873899736955522,2.363814813365728,0.42352405522126624,2.51e+19,2.55e+19,2.66e+19,2.54e+19
106_v,3.5726842283685274,0.2470443802240645,0.6186753166342722,2.1466596075991493,0.42352405522126535,2.363814813365728,2.873899736955522,2.5342808559906445,2.55e+19,2.51e+19,2.54e+19,2.66e+19
107,4.4894863211889415,2.174467043044478,2.2101977638138592,1.9542829347787354,4.544779669580437,4.713984800545314,2.0789813897759366,0.7031763288110593,2.55e+19,2.58e+19,2.53e+19,2.5e+19
107_h,1.9542829347787354,2.2101977638138575,2.17446704304448,4.4894863211889415,0.7031763288110575,2.0789813897759366,4.713984800545315,4.544779669580439,2.58e+19,2.55e+19,2.5e+19,2.53e+19
107_r,1.738405637599147,1.569200506634271,4.204203917403651,5.580008978368529,1.7936989859906447,4.108718264135108,4.072987543365729,4.328902372400853,2.53e+19,2.5e+19,2.55e+19,2.58e+19
107_v,5.580008978368528,4.2042039174036505,1.5692005066342727,1.7384056375991488,4.328902372400851,4.072987543365729,4.108718264135108,1.7936989859906447,2.5e+19,2.53e+19,2.58e+19,2.55e+19
11,1.4845930840093553,5.224930680224064,5.921404980993444,3.212018894778735,0.5276011334008519,3.3825721305453147,3.1946746397759362,4.593729599990645,2.52e+19,2.54e+19,2.57e+19,2.63e+19
111,1.9990690340093558,3.0176823722240647,1.3773843238138586,5.0493973797787355,0.9075803995804375,3.434897760545315,0.9589045897759352,5.775236735990646,2.7e+19,2.6e+19,2.59e+19,2.56e+19
111_h,5.049397379778735,1.3773843238138577,3.0176823722240655,1.9990690340093558,5.775236735990645,0.9589045897759352,3.434897760545315,0.9075803995804383,2.6e+19,2.7e+19,2.56e+19,2.59e+19
111_r,5.375604907599148,2.848287546634271,5.324280717403652,0.5079485711889422,4.2841162731702305,3.2655029349555207,4.905800983365729,1.2337879274008525,2.59e+19,2.56e+19,2.7e+19,2.6e+19
111_v,0.5079485711889413,5.324280717403651,2.848287546634271,5.37560490759915,1.2337879274008507,4.905800983365729,3.2655029349555207,4.284116273170231,2.56e+19,2.59e+19,2.6e+19,2.7e+19
112,3.0538583911889416,3.9035650702240643,2.750271373813858,1.293157664778736,2.8912391395804384,2.844716840545315,3.6484749797759353,1.033945408811059,2.61e+19,2.58e+19,2.62e+19,2.54e+19
112_h,1.293157664778735,2.750271373813858,3.903565070224065,3.0538583911889425,1.0339454088110571,3.6484749797759353,2.844716840545315,2.8912391395804384,2.58e+19,2.61e+19,2.54e+19,2.62e+19
112_r,3.3919461675991487,3.438468466634271,2.6347103274036527,5.249239898368529,3.2293269159906437,2.379620236955521,3.5329139333657285,4.990027642400852,2.62e+19,2.54e+19,2.61e+19,2.58e+19
112_v,5.249239898368527,2.634710327403651,3.438468466634273,3.3919461675991496,4.990027642400851,3.5329139333657285,2.379620236955521,3.2293269159906455,2.54e+19,2.62e+19,2.58e+19,2.61e+19
113,6.1449126711889415,4.333742600224064,3.8189716438138586,6.061628321958322,1.4256116595804365,0.5511427743657284,1.460442449775936,3.9506954169906456,2.58e+19,2.58e+19,2.55e+19,2.63e+19
113_h,6.061628321958321,3.8189716438138577,4.333742600224065,6.144912671188942,3.9506954169906443,1.460442449775936,0.5511427743657293,1.4256116595804382,2.58e+19,2.58e+19,2.63e+19,2.55e+19
113_r,4.857573647599149,5.732042532813858,4.822742857403651,2.332489890188942,0.13827263599064477,1.949442706955523,2.4642136633657294,0.221556985221266,2.55e+19,2.63e+19,2.58e+19,2.58e+19
113_v,2.332489890188942,4.82274285740365,5.732042532813859,4.85757364759915,0.2215569852212651,2.4642136633657294,1.949442706955523,0.13827263599064565,2.63e+19,2.55e+19,2.58e+19,2.58e+19
114,3.8261150911889414,4.662890680224065,1.7718154738138594,2.9276967547787365,5.434759889580438,1.4619927405453161,3.4735119297759347,3.0871686088110586,2.55e+19,2.52e+19,2.48e+19,2.61e+19
114_h,2.9276967547787347,1.7718154738138576,4.6628906802240655,3.8261150911889423,3.0871686088110586,3.4735119297759347,1.4619927405453153,5.434759889580439,2.52e+19,2.55e+19,2.61e+19,2.48e+19
114_r,0.8484254175991479,4.821192566634272,2.8096733774036515,3.1960166983685294,2.457070215990644,1.6202946269555216,4.511369833365729,3.3554885524008533,2.48e+19,2.61e+19,2.55e+19,2.52e+19
114_v,3.1960166983685276,2.8096733774036506,4.821192566634272,0.8484254175991488,3.3554885524008515,4.511369833365729,1.6202946269555216,2.4570702159906457,2.61e+19,2.48e+19,2.52e+19,2.55e+19
115,1.022678974009355,5.761152060224065,5.665579810993446,1.2431810647787351,0.08511222040085187,1.9050084105453138,4.491525236955522,1.608720948811059,2.57e+19,2.57e+19,2.6e+19,2.63e+19
115_h,1.2431810647787342,5.665579810993444,5.761152060224067,1.0226789740093558,1.608720948811058,4.491525236955521,1.9050084105453138,0.08511222040085187,2.57e+19,2.57e+19,2.63e+19,2.6e+19
115_r,6.198073086778734,4.378176896634271,1.791660070224065,4.674464358368529,5.260506333170231,0.5220332469555213,0.6176054961861421,5.040004242400853,2.6e+19,2.63e+19,2.57e+19,2.57e+19
115_v,4.674464358368528,1.791660070224065,4.3781768966342725,6.198073086778734,5.040004242400852,0.6176054961861421,0.5220332469555213,5.260506333170232,2.63e+19,2.6e+19,2.57e+19,2.57e+19
116,4.272353071188942,4.925948650224065,1.8173687338138578,1.1352923747787358,5.5561853795804375,2.560902670545314,3.663783189775936,2.3225437788110597,2.56e+19,2.53e+19,2.57e+19,2.64e+19
116_h,1.135292374778735,1.8173687338138578,4.925948650224066,4.272353071188942,2.3225437788110597,3.663783189775936,2.560902670545314,5.556185379580439,2.53e+19,2.56e+19,2.64e+19,2.57e+19
116_r,0.7269999275991488,3.7222826366342714,2.619402117403652,3.9606415283685283,2.0108322359906445,1.3572366569555214,4.4658165733657285,5.147892932400852,2.57e+19,2.64e+19,2.56e+19,2.53e+19
116_v,3.9606415283685275,2.6194021174036504,3.7222826366342723,0.7269999275991488,5.147892932400851,4.4658165733657285,1.3572366569555214,2.0108322359906445,2.64e+19,2.57e+19,2.53e+19,2.56e+19
117,6.182023531188942,2.135733513044478,2.646045523813859,3.064570314778736,4.563250509580438,4.526747600545315,3.096494999775935,1.2629949088110592,2.49e+19,2.62e+19,2.53e+19,2.51e+19
117_h,3.0645703147787353,2.646045523813857,2.135733513044478,6.182023531188943,1.2629949088110592,3.096494999775935,4.526747600545315,4.563250509580438,2.62e+19,2.49e+19,2.51e+19,2.53e+19
117_r,1.719934797599148,1.7564377066342711,3.1866903074036514,5.020190398368529,0.10116177599064446,4.147451794135108,3.637139783365729,3.218614992400852,2.53e+19,2.51e+19,2.49e+19,2.62e+19
117_v,5.020190398368528,3.1866903074036506,1.756437706634273,1.7199347975991497,3.218614992400852,3.637139783365729,4.147451794135108,0.10116177599064535,2.51e+19,2.53e+19,2.62e+19,2.49e+19
119,1.9297580640093557,1.2570338730444783,4.017080833813859,5.865628831958322,5.108507989580438,2.838491460545315,0.7134981097759354,6.0209167959906456,2.57e+19,2.56e+19,2.61e+19,2.52e+19
119_h,5.865628831958321,4.017080833813857,1.2570338730444792,1.9297580640093557,6.020916795990645,0.7134981097759354,2.838491460545315,5.108507989580438,2.56e+19,2.57e+19,2.52e+19,2.61e+19
119_r,1.1746773175991487,3.444693846634271,5.569687197403653,0.26226851118894245,4.3534272431702306,5.026151434135107,2.266104473365729,0.41755647522126615,2.61e+19,2.52e+19,2.57e+19,2.56e+19
119_v,0.26226851118894157,5.569687197403651,3.444693846634273,1.1746773175991496,0.41755647522126527,2.266104473365729,5.026151434135108,4.353427243170231,2.52e+19,2.61e+19,2.56e+19,2.57e+19
11_h,3.2120188947787343,5.921404980993444,5.224930680224065,1.4845930840093562,4.5937295999906445,3.1946746397759362,3.3825721305453147,0.5276011334008519,2.54e+19,2.52e+19,2.63e+19,2.57e+19
11_r,5.755584173778734,2.9006131766342715,3.0885106674036535,1.6894557071889427,4.798592223170231,1.058254626955522,0.36178032618614253,3.071166412400853,2.57e+19,2.63e+19,2.52e+19,2.54e+19
11_v,1.6894557071889418,3.088510667403651,2.9006131766342715,5.755584173778736,3.071166412400851,0.36178032618614253,1.058254626955522,4.798592223170232,2.63e+19,2.57e+19,2.54e+19,2.52e+19
12,2.448087404009355,1.4560994630444783,1.7769578538138582,1.0006894147787353,3.697251359580438,5.498559510545315,0.1580492097759354,4.103821182990646,2.57e+19,2.53e+19,2.53e+19,2.52e+19
121,5.739617991188942,4.807877080224064,5.463990300993444,4.557394904778736,0.5326696504008517,5.327281480545315,0.6177818597759357,2.02236284881106,2.54e+19,2.54e+19,2.52e+19,2.55e+19
121_h,4.557394904778735,5.463990300993443,4.807877080224065,5.7396179911889424,2.022362848811058,0.6177818597759357,5.327281480545315,0.5326696504008517,2.54e+19,2.54e+19,2.55e+19,2.52e+19
121_r,5.7505156567787346,0.9559038266342714,5.665403447403651,4.26082245836853,0.5435673159906447,1.4753082269555229,0.8191950061861437,1.7257904024008521,2.52e+19,2.55e+19,2.54e+19,2.54e+19
121_v,4.260822458368528,5.6654034474036505,0.9559038266342732,5.7505156567787346,1.7257904024008504,0.8191950061861428,1.475308226955522,0.5435673159906456,2.55e+19,2.52e+19,2.54e+19,2.54e+19
122,1.0985909740093556,1.2827020930444784,6.062679310993445,4.0765195147787345,1.6012461195804377,3.1546809405453153,5.162024936955522,4.4205906329906455,2.57e+19,2.6e+19,2.67e+19,2.61e+19
122_h,4.0765195147787345,6.062679310993444,1.2827020930444792,1.0985909740093565,4.4205906329906455,5.162024936955522,3.1546809405453153,1.6012461195804386,2.6e+19,2.57e+19,2.61e+19,2.67e+19
122_r,4.681939187599149,3.128504366634271,1.1211603702240645,1.8625946741889425,5.184594333170231,5.000483214135107,0.22050599618614264,2.2066657924008517,2.67e+19,2.61e+19,2.57e+19,2.6e+19
122_v,1.8625946741889408,1.1211603702240645,3.128504366634271,4.681939187599149,2.2066657924008517,0.22050599618614264,5.000483214135108,5.1845943331702316,2.61e+19,2.67e+19,2.6e+19,2.57e+19
123,0.7867739040093555,5.356619830224064,2.500466823813859,5.3283612377787355,3.617651619580437,1.2479542405453152,2.2869449597759353,5.518141245990646,2.56e+19,2.62e+19,2.66e+19,2.61e+19
123_h,5.3283612377787355,2.5004668238138574,5.356619830224065,0.7867739040093564,5.518141245990645,2.2869449597759353,1.2479542405453152,3.617651619580439,2.62e+19,2.56e+19,2.61e+19,2.66e+19
123_r,2.665533687599148,5.035231066634271,3.9962403474036527,0.7650440611889415,5.496411403170231,0.9265654769555223,3.782718483365729,0.9548240694008525,2.66e+19,2.61e+19,2.56e+19,2.62e+19
123_v,0.7650440611889415,3.996240347403651,5.035231066634272,2.665533687599149,0.9548240694008516,3.782718483365729,0.9265654769555223,5.496411403170232,2.61e+19,2.66e+19,2.62e+19,2.56e+19
124,1.694150624009355,3.6297616902240644,0.11369670381385788,0.4401431447787356,5.445576989580438,4.107142100545314,3.710679669775935,5.838826495990645,2.61e+19,2.48e+19,2.53e+19,2.56e+19
124_h,0.44014314477873473,0.11369670381385788,3.629761690224065,1.6941506240093567,5.838826495990644,3.710679669775935,4.107142100545315,5.445576989580438,2.48e+19,2.61e+19,2.56e+19,2.53e+19
124_r,0.8376083175991482,2.1760432066342723,2.5725056374036512,0.44435881118894294,4.589034683170232,2.6534236169555214,6.169488603365728,5.843042162400852,2.53e+19,2.56e+19,2.61e+19,2.48e+19
124_v,0.44435881118894205,2.5725056374036503,2.1760432066342723,0.8376083175991482,5.8430421624008515,6.169488603365728,2.6534236169555214,4.589034683170232,2.56e+19,2.53e+19,2.48e+19,2.61e+19
125,2.6971704131889416,1.4452872330444784,1.2660941438138593,3.801100854778735,1.4250269795804371,2.0810201205453147,2.6356900897759346,1.7820424988110588,2.57e+19,2.55e+19,2.54e+19,2.57e+19
125_h,3.801100854778735,1.2660941438138575,1.4452872330444784,2.6971704131889425,1.7820424988110588,2.6356900897759346,2.0810201205453147,1.425026979580439,2.55e+19,2.57e+19,2.57e+19,2.54e+19
125_r,4.858158327599148,4.2021651866342715,3.6474952174036517,4.501142808368527,3.5860148939906438,4.837898074135108,5.017091163365729,2.4820844524008514,2.54e+19,2.57e+19,2.57e+19,2.55e+19
125_v,4.501142808368527,3.647495217403651,4.2021651866342715,4.858158327599149,2.4820844524008514,5.017091163365729,4.837898074135108,3.5860148939906455,2.57e+19,2.54e+19,2.55e+19,2.57e+19
126,2.2720889440093543,1.6082987930444785,4.305802083813859,2.060970104778736,0.6474840495804379,4.5546781905453155,2.9093616897759347,0.9219188088110588,2.56e+19,2.58e+19,2.5e+19,2.53e+19
126_h,2.060970104778736,4.305802083813857,1.6082987930444794,2.272088944009356,0.921918808811057,2.9093616897759347,4.5546781905453155,0.6474840495804388,2.58e+19,2.56e+19,2.53e+19,2.5e+19
126_r,5.635701257599149,1.7285071166342707,3.3738236174036516,5.361266498368529,4.011096363170232,4.674886514135109,1.9773832233657291,4.222215202400852,2.5e+19,2.53e+19,2.56e+19,2.58e+19
126_v,5.361266498368527,3.3738236174036507,1.7285071166342725,5.635701257599149,4.222215202400852,1.9773832233657291,4.674886514135108,4.011096363170232,2.53e+19,2.5e+19,2.58e+19,2.56e+19
127,4.459220931188941,3.5036174502240645,5.5490313109934455,4.105817274778737,1.953633279580437,5.205446340545315,1.9911522597759355,0.7898193588110587,2.6e+19,2.56e+19,2.55e+19,2.55e+19
127_h,4.105817274778735,5.549031310993444,3.5036174502240662,4.459220931188941,0.7898193588110587,1.9911522597759355,5.205446340545315,1.9536332795804388,2.56e+19,2.6e+19,2.55e+19,2.55e+19
127_r,4.329552027599148,1.0777389666342714,4.2920330474036525,5.493365948368529,1.823964375990645,2.7795678569555218,0.7341539961861425,2.177368032400853,2.55e+19,2.55e+19,2.6e+19,2.56e+19
127_v,5.4933659483685275,4.292033047403651,1.0777389666342714,4.329552027599149,2.1773680324008513,0.7341539961861425,2.7795678569555218,1.823964375990645,2.55e+19,2.55e+19,2.56e+19,2.6e+19
128,3.4873045231889415,1.2344593530444783,0.7852044438138588,0.5212920647787342,4.854922189580438,2.181742070545315,5.464514336955522,6.255106895990646,2.61e+19,2.54e+19,2.62e+19,2.55e+19
128_h,0.5212920647787342,0.7852044438138579,1.2344593530444783,3.487304523188943,6.255106895990645,5.4645143369555225,2.181742070545315,4.854922189580439,2.54e+19,2.61e+19,2.55e+19,2.62e+19
128_r,1.4282631175991485,4.101443236634271,0.8186709702240655,0.028078411188943164,2.7958807839906434,5.048725954135108,5.497980863365728,5.761893242400852,2.62e+19,2.55e+19,2.61e+19,2.54e+19
128_v,0.028078411188941388,0.8186709702240647,4.101443236634271,1.4282631175991494,5.761893242400852,5.497980863365728,5.048725954135108,2.795880783990645,2.55e+19,2.62e+19,2.54e+19,2.61e+19
129,1.9675302840093565,5.522185770224064,2.3325246338138577,1.450975054778736,3.8653528595804367,2.415938400545315,5.348862606955522,0.9003306788110592,2.53e+19,2.59e+19,2.64e+19,2.5e+19
129_h,1.450975054778735,2.3325246338138577,5.522185770224066,1.9675302840093565,0.9003306788110592,5.348862606955523,2.415938400545315,3.8653528595804385,2.59e+19,2.53e+19,2.5e+19,2.64e+19
129_r,2.4178324475991495,3.8672469066342714,0.9343227002240653,5.382854628368529,4.31565502317023,0.7609995369555218,3.9506606733657286,4.832210252400852,2.64e+19,2.5e+19,2.53e+19,2.59e+19
129_v,5.382854628368528,0.9343227002240644,3.8672469066342714,2.4178324475991495,4.832210252400851,3.9506606733657286,0.7609995369555218,4.3156550231702315,2.5e+19,2.64e+19,2.59e+19,2.53e+19
12_h,1.0006894147787344,1.7769578538138582,1.4560994630444792,2.4480874040093568,4.103821182990643,0.1580492097759354,5.498559510545315,3.697251359580439,2.53e+19,2.57e+19,2.52e+19,2.53e+19
12_r,2.5859339475991483,0.7846257966342716,6.125136097403651,2.179364124188943,3.835097903170233,4.827085844135107,4.506227453365728,5.282495892400853,2.53e+19,2.52e+19,2.57e+19,2.53e+19
12_v,2.1793641241889414,6.125136097403651,0.7846257966342733,2.5859339475991483,5.282495892400852,4.506227453365728,4.827085844135108,3.835097903170232,2.52e+19,2.53e+19,2.53e+19,2.57e+19
13,5.286631081188942,0.9750432430444782,2.314188913813858,2.204653584778736,0.3459619434008516,5.197229680545314,2.2280511597759354,3.8050111909906454,2.52e+19,2.59e+19,2.5e+19,2.62e+19
130,4.200985721188942,0.5768656330444779,0.9691522938138597,1.2109344947787353,1.1526474795804376,1.871757380545315,3.6097989997759363,5.716029505990646,2.59e+19,2.57e+19,2.59e+19,2.63e+19
130_h,1.2109344947787344,0.9691522938138579,0.5768656330444788,4.2009857211889425,5.716029505990645,3.6097989997759363,1.871757380545315,1.1526474795804384,2.57e+19,2.59e+19,2.63e+19,2.59e+19
130_r,5.13053782759915,4.411427926634271,2.6733863074036535,0.5671558011889424,2.0821995859906437,5.706319674135108,5.314033013365728,5.072250812400853,2.59e+19,2.63e+19,2.59e+19,2.57e+19
130_v,0.5671558011889415,2.673386307403651,4.411427926634271,5.13053782759915,5.072250812400852,5.314033013365728,5.706319674135108,2.0821995859906455,2.63e+19,2.59e+19,2.57e+19,2.59e+19
134,3.3608665301889413,4.435255420224065,4.585413813813858,0.5215120947787355,5.2935358395804375,1.295826830545316,4.053994969775935,3.5039531188110598,2.64e+19,2.51e+19,2.52e+19,2.66e+19
134_h,0.5215120947787346,4.585413813813858,4.435255420224067,3.360866530188943,3.503953118811058,4.053994969775935,1.2958268305453151,5.293535839580438,2.51e+19,2.64e+19,2.66e+19,2.52e+19
134_r,0.9896494675991487,4.987358476634272,2.229190337403651,2.7792321883685283,2.922318776990645,1.8479298869555212,1.6977714933657282,5.7616732124008525,2.52e+19,2.66e+19,2.64e+19,2.51e+19
134_v,2.7792321883685274,2.229190337403651,4.987358476634272,0.9896494675991505,5.761673212400852,1.6977714933657282,1.8479298869555212,2.9223187769906467,2.66e+19,2.52e+19,2.51e+19,2.64e+19
137,1.8911382340093557,0.3607427430444785,3.892137563813858,1.7546467647787356,2.5449858895804383,3.2519739905453147,4.859294328955522,3.9923005989906457,2.52e+19,2.61e+19,2.64e+19,2.56e+19
137_h,1.7546467647787338,3.892137563813858,0.3607427430444794,1.8911382340093574,3.9923005989906457,4.859294328955523,3.2519739905453147,2.5449858895804383,2.61e+19,2.52e+19,2.56e+19,2.64e+19
137_r,3.738199417599149,3.0312113166342716,1.4238909782240654,2.2908847081889423,4.392047073170232,5.922442564135108,2.3910477433657285,4.528538542400852,2.64e+19,2.56e+19,2.52e+19,2.61e+19
137_v,2.2908847081889405,1.4238909782240645,3.0312113166342716,3.7381994175991498,4.528538542400852,2.3910477433657285,5.922442564135108,4.3920470731702315,2.56e+19,2.64e+19,2.61e+19,2.52e+19
138,1.9010627840093548,6.027693750224064,0.7483923938138588,6.031784701958323,4.625815999580437,4.795082870545315,1.3223847097759354,2.956382898811059,2.6e+19,2.54e+19,2.61e+19,2.67e+19
138_h,6.031784701958321,0.7483923938138579,6.027693750224065,1.9010627840093566,2.956382898811057,1.3223847097759354,4.795082870545315,4.625815999580439,2.54e+19,2.6e+19,2.67e+19,2.61e+19
138_r,1.657369307599148,1.4881024366342714,4.960800597403652,3.326802408368529,4.382122523170231,0.25549155695552184,5.534792913365728,0.25140060522126717,2.61e+19,2.67e+19,2.6e+19,2.54e+19
138_v,3.326802408368528,4.960800597403651,1.4881024366342714,1.657369307599149,0.2514006052212654,5.534792913365728,0.25549155695552184,4.382122523170231,2.67e+19,2.61e+19,2.54e+19,2.6e+19
13_h,2.204653584778736,2.314188913813858,0.9750432430444782,5.2866310811889425,3.805011190990644,2.2280511597759354,5.197229680545314,0.3459619434008516,2.59e+19,2.52e+19,2.62e+19,2.5e+19
13_r,5.937223363778735,1.0859556266342718,4.055134147403653,2.478174116188942,0.9965542259906446,5.308142064135108,3.968996393365728,4.078531722400852,2.5e+19,2.62e+19,2.52e+19,2.59e+19
13_v,2.478174116188942,4.055134147403651,1.0859556266342736,5.937223363778735,4.078531722400852,3.968996393365728,5.308142064135108,0.9965542259906455,2.62e+19,2.5e+19,2.59e+19,2.52e+19
14,6.191313751188941,2.4865536742240644,2.7905072638138577,3.819209204778735,4.266568359580438,5.683587550545314,0.5574885397759353,4.554803525990645,2.57e+19,2.68e+19,2.56e+19,2.53e+19
141,4.146592351188941,3.7578663802240646,2.265409953813858,3.3207359347787353,0.8191803095804389,1.9467909605453144,0.6559796397759357,3.6425245888110602,2.59e+19,2.6e+19,2.5e+19,2.53e+19
141_h,3.3207359347787344,2.265409953813858,3.7578663802240655,4.146592351188943,3.6425245888110585,0.6559796397759357,1.9467909605453144,0.8191803095804389,2.6e+19,2.59e+19,2.53e+19,2.5e+19
141_r,5.464004997599148,4.33639434663427,5.627205667403651,2.640660718368528,2.1365929559906434,2.5253189269555207,4.017775353365728,2.9624493724008527,2.5e+19,2.53e+19,2.59e+19,2.6e+19
141_v,2.640660718368528,5.627205667403651,4.336394346634272,5.464004997599149,2.962449372400851,4.017775353365728,2.5253189269555207,2.136592955990645,2.53e+19,2.5e+19,2.6e+19,2.59e+19
142,3.0487804351889416,2.2641317662240645,3.5787642538138584,0.8145405247787352,3.2738803695804375,5.923439040545315,1.604012079775936,1.9476025188110597,2.65e+19,2.59e+19,2.54e+19,2.57e+19
142_h,0.8145405247787343,3.5787642538138575,2.2641317662240645,3.0487804351889416,1.9476025188110597,1.604012079775936,5.923439040545315,3.2738803695804393,2.59e+19,2.65e+19,2.57e+19,2.54e+19
142_r,3.009304937599148,0.35974626663427145,4.679173227403651,4.335582788368528,3.2344048719906446,4.019053540955522,2.704421053365728,5.468644782400853,2.54e+19,2.57e+19,2.65e+19,2.59e+19
142_v,4.335582788368527,4.67917322740365,0.35974626663427145,3.0093049375991487,5.468644782400852,2.704421053365728,4.019053540955522,3.2344048719906446,2.57e+19,2.54e+19,2.59e+19,2.65e+19
143,1.1889670940093557,3.5406271102240643,3.883072303813858,5.713025594778736,2.891059509580437,3.757521390545314,4.764045232955522,1.9115194788110585,2.55e+19,2.52e+19,2.61e+19,2.53e+19
